id	coder	content_type	culture	extract	Conflict	Evidence_Mental_Illness	Evidence_of_burdensomeness	Fitness_threat	High_RP	Low_RP	Low_lethality	Married	Motive_better_off_kin	Motive_harm_others	Motive_leverage	Motive_make_others_better_off	Outcome_better_off	Outcome_change	Outcome_others_harmed	Public_SB	SA_fitness	aggression	powerlessness
1910	zgarfield	Cultural model	Banyoro	"In more recent times a king only took that step when he was wounded, especially if it were in battle and if he were bleeding freely. For a long time now, indeed for several generations, the kings have ceased to lead the army and therefore have not resorted to the poison-cup, but have died natural deaths."	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence
1910	syme	Cultural model	Banyoro	"In more recent times a king only took that step when he was wounded, especially if it were in battle and if he were bleeding freely. For a long time now, indeed for several generations, the kings have ceased to lead the army and therefore have not resorted to the poison-cup, but have died natural deaths."	Evidence for	No evidence	Evidence for	Evidence for	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	Evidence against	Evidence for	No evidence
1911	zgarfield	Case	Bena	"""We reached Pavaga at midday on July 15, 1898, after a forced march of thirteen hours. We concealed ourselves in thick bush and disguised ourselves as Wahehe.. At 5 p.m. the Jumbe (Kisogrewe) came in with three of Mkwawa's 'boys' who had been captured. I learned from them that he intended going to Makubuta. Also that he carried a Model 71 rifle of which the muzzle had cracked a few days previously, a mishap which had greatly upset him, and his companion had a sporting rifle. I sent off the ombasha to Makibuta with five askaris and five Wahehe, and myself stayed where I was with the rest of the party.. On July 16, 1898, the wife of Mkawa's companion was caught about 4 a.m. She said Mkwawa had gone from the Ruaha to the southern part of Pavaga, whence he wanted to get back to the Uzungwa Mountains. She herself had run away and wandered about the whole night. At midday I received information that Mkwawa had stolen some maize and a sheep. I immediately set off in pursuit. Only the Wahehe could discern the trail, which led into the bush in a westerly direction, and about 5 p.m. even they lost it and were unable to pick it up again.. On the 18th the ombasha returned. On the 19th we went back along the left bank of the Ruaha towards Iringa to the spot where we had lost the trail on the 16th. From there we went through the bush to Humbwe. I reached it at midday with the ombasha, two askaris and the Hehe Mzagira Mtaki. We halted to wait for our safari to catch us up. Suddenly we saw a naked boy of about fifteen years coming towards us. He bolted the moment he noticed us, but was presently captured. After some vigorous persuasion he admitted that he was Mkwawa's fourth servant and had run away that morning. Mkwawa lay three hours away very sick and spitting blood. The previous evening he had shot his companion. We set off immediately. When we had been marching about half an hour, we heard a shot in a south-westerly direction. [p. 421] By 2 p.m., according to the boy's statements, we were very close to Mkwawa. I then decided we must leave our packs and take off our shoes. I climbed a tree to take stock of the place. Walking without shoes was extremely painful, for the ground was very stony. We saw smoke rising a little way off. We had to wriggle along on our bellies for some 200 metres. Then we could approach no nearer without being heard. About twenty paces in front of us we saw two prostrate figures, apparently sleeping. The Jumbe pointed out one of them as Mkwawa. As the bush was very dense in the immediate vicinity and one bound would have sufficed to enable Mkwawa to escape from under our very noses, as he had so often succeeded in doing before, we fired on him. Our shots were unnecessary; Mkwawa had himself put an end to his life. Rigidity had not yet set in and he had killed himself with the shot which we had heard."""	Evidence for	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence against	Evidence for	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence against	Evidence for	Evidence for
1911	syme	Case	Bena	"""We reached Pavaga at midday on July 15, 1898, after a forced march of thirteen hours. We concealed ourselves in thick bush and disguised ourselves as Wahehe.. At 5 p.m. the Jumbe (Kisogrewe) came in with three of Mkwawa's 'boys' who had been captured. I learned from them that he intended going to Makubuta. Also that he carried a Model 71 rifle of which the muzzle had cracked a few days previously, a mishap which had greatly upset him, and his companion had a sporting rifle. I sent off the ombasha to Makibuta with five askaris and five Wahehe, and myself stayed where I was with the rest of the party.. On July 16, 1898, the wife of Mkawa's companion was caught about 4 a.m. She said Mkwawa had gone from the Ruaha to the southern part of Pavaga, whence he wanted to get back to the Uzungwa Mountains. She herself had run away and wandered about the whole night. At midday I received information that Mkwawa had stolen some maize and a sheep. I immediately set off in pursuit. Only the Wahehe could discern the trail, which led into the bush in a westerly direction, and about 5 p.m. even they lost it and were unable to pick it up again.. On the 18th the ombasha returned. On the 19th we went back along the left bank of the Ruaha towards Iringa to the spot where we had lost the trail on the 16th. From there we went through the bush to Humbwe. I reached it at midday with the ombasha, two askaris and the Hehe Mzagira Mtaki. We halted to wait for our safari to catch us up. Suddenly we saw a naked boy of about fifteen years coming towards us. He bolted the moment he noticed us, but was presently captured. After some vigorous persuasion he admitted that he was Mkwawa's fourth servant and had run away that morning. Mkwawa lay three hours away very sick and spitting blood. The previous evening he had shot his companion. We set off immediately. When we had been marching about half an hour, we heard a shot in a south-westerly direction. [p. 421] By 2 p.m., according to the boy's statements, we were very close to Mkwawa. I then decided we must leave our packs and take off our shoes. I climbed a tree to take stock of the place. Walking without shoes was extremely painful, for the ground was very stony. We saw smoke rising a little way off. We had to wriggle along on our bellies for some 200 metres. Then we could approach no nearer without being heard. About twenty paces in front of us we saw two prostrate figures, apparently sleeping. The Jumbe pointed out one of them as Mkwawa. As the bush was very dense in the immediate vicinity and one bound would have sufficed to enable Mkwawa to escape from under our very noses, as he had so often succeeded in doing before, we fired on him. Our shots were unnecessary; Mkwawa had himself put an end to his life. Rigidity had not yet set in and he had killed himself with the shot which we had heard."""	Evidence for	No evidence	No evidence	Evidence for	No evidence	No evidence	Evidence against	Evidence for	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	Evidence against	No evidence	Evidence for
1912	zgarfield	Cultural model	Nuer	"Whether the family of the wife will support her depends on a variety of circumstances and a combination of all matters which are conventionally regarded as grounds for divorce. They may agree with her if her husband not only persistently ill-treats her but also is lax in his duties towards them or does not approach them with the respect (thek) which is due to relatives-in-law. If he has paid substantial bridewealth for her, it is, of course, in their interests that the marriage should continue, but this may be outweighed by other considerations. It is their desire too that a daughter of the house should have children, though their feeling in this respect is not so intense as that of the husband's family. Her children, although legally placed in the patrilineal lineage of their father, will be an asset to the maternal line. We have seen that in the marriage a substantial part of the bridewealth goes to the maternal kin, and the matter of the husband's potency is therefore of practical concern to them. Moreover the final consideration which will often compel them to seek a divorce, whatever the difficulties and inconveniences to themselves, is the fear that she will run away to some other part of the country, in which case they may lose not only the cattle of this marriage but the possibility of getting others from her remarriage. In extreme cases she may even commit suicide. (1)"	Evidence for	No evidence	No evidence	Evidence for	No evidence	No evidence	No evidence	Evidence for	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	No evidence	Evidence for
1912	syme	Cultural model	Nuer	"Whether the family of the wife will support her depends on a variety of circumstances and a combination of all matters which are conventionally regarded as grounds for divorce. They may agree with her if her husband not only persistently ill-treats her but also is lax in his duties towards them or does not approach them with the respect (thek) which is due to relatives-in-law. If he has paid substantial bridewealth for her, it is, of course, in their interests that the marriage should continue, but this may be outweighed by other considerations. It is their desire too that a daughter of the house should have children, though their feeling in this respect is not so intense as that of the husband's family. Her children, although legally placed in the patrilineal lineage of their father, will be an asset to the maternal line. We have seen that in the marriage a substantial part of the bridewealth goes to the maternal kin, and the matter of the husband's potency is therefore of practical concern to them. Moreover the final consideration which will often compel them to seek a divorce, whatever the difficulties and inconveniences to themselves, is the fear that she will run away to some other part of the country, in which case they may lose not only the cattle of this marriage but the possibility of getting others from her remarriage. In extreme cases she may even commit suicide. (1)"	Evidence for	No evidence	No evidence	Evidence for	No evidence	No evidence	No evidence	Evidence for	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	No evidence	Evidence for
889	zgarfield	Case	Quinault	A Makah girl married a Quinault man named [unknown]a'mkan (black salmon; also fish; also food). She became homesick and hanged herself. His name as well as that for the fish was then changed to tsi'an (food). 44	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence against	Evidence for	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence
889	syme	Case	Quinault	A Makah girl married a Quinault man named [unknown]a'mkan (black salmon; also fish; also food). She became homesick and hanged herself. His name as well as that for the fish was then changed to tsi'an (food). 44	No evidence	No evidence	No evidence	No evidence	Evidence for	Evidence against	Evidence against	Evidence for	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence
1915	zgarfield	Cultural model	Igbo	"If the murderer hanged himself forthwith (which he frequently did from remorse at having killed one of [p. 209] children, or to save himself from being beaten to death with sticks, or to save his family from attack and the loss of their property, or merely because he was expected to do so), his brother was (at Owele) required to offer sacrifice to Ala before burying the body of the murderer. He took eight yams and one chicken to the priest of Ala who, standing before the cultus-symbol, spoke as follows: 'Ala, this chicken and these yams have been given to you by the brother of the man who killed your child and then hanged himself. He beseeches you to accept these gifts and to refrain from pursuing the brothers and children of the murderer. He who killed a fellow-man has also killed himself. Let his crime, therefore, follow him to the next world.' It will be observed from this rite that the family of the murderer was considered as sharing in the responsibility of the crime, unless it took steps to dissociate itself from the murder. It had to provide a cow, goat, fowl, two yards of cloth, and a keg of powder for the funeral-rites of the murdered man. If the murderer did not immediately hang himself, but took refuge in flight, his family had also to fly, (1) for the kin of the murdered man (including maternal relatives) immediately made a raid on the compounds and property of the kin of the murderer. In this raid any members of the local group might join. The compounds of the murderer's family were burnt to the ground, their yams were uprooted, and their palms cut down.2 All property found might be appropriated, but in some communities it was taboo for the patrilineal relatives of the murdered man to keep any of the raided property, on the ground that this would be 'eating blood-money'. But relatives in the female line might do so, as their Ala was not concerned with the death of men in other local groups."	Evidence for	No evidence	No evidence	Evidence for	No evidence	No evidence	Evidence against	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	No evidence	No evidence	No evidence	Evidence against	Evidence for	Evidence for
1915	syme	Cultural model	Igbo	"If the murderer hanged himself forthwith (which he frequently did from remorse at having killed one of [p. 209] children, or to save himself from being beaten to death with sticks, or to save his family from attack and the loss of their property, or merely because he was expected to do so), his brother was (at Owele) required to offer sacrifice to Ala before burying the body of the murderer. He took eight yams and one chicken to the priest of Ala who, standing before the cultus-symbol, spoke as follows: 'Ala, this chicken and these yams have been given to you by the brother of the man who killed your child and then hanged himself. He beseeches you to accept these gifts and to refrain from pursuing the brothers and children of the murderer. He who killed a fellow-man has also killed himself. Let his crime, therefore, follow him to the next world.' It will be observed from this rite that the family of the murderer was considered as sharing in the responsibility of the crime, unless it took steps to dissociate itself from the murder. It had to provide a cow, goat, fowl, two yards of cloth, and a keg of powder for the funeral-rites of the murdered man. If the murderer did not immediately hang himself, but took refuge in flight, his family had also to fly, (1) for the kin of the murdered man (including maternal relatives) immediately made a raid on the compounds and property of the kin of the murderer. In this raid any members of the local group might join. The compounds of the murderer's family were burnt to the ground, their yams were uprooted, and their palms cut down.2 All property found might be appropriated, but in some communities it was taboo for the patrilineal relatives of the murdered man to keep any of the raided property, on the ground that this would be 'eating blood-money'. But relatives in the female line might do so, as their Ala was not concerned with the death of men in other local groups."	Evidence for	No evidence	Evidence for	Evidence for	No evidence	No evidence	Evidence against	No evidence	Evidence for	No evidence	No evidence	Evidence for	Evidence for	No evidence	No evidence	No evidence	Evidence against	Evidence for	Evidence for
1917	zgarfield	Case	Bena	"""We reached Pavaga at midday on July 15, 1898, after a forced march of thirteen hours. We concealed ourselves in thick bush and disguised ourselves as Wahehe.. At 5 p.m. the Jumbe (Kisogrewe) came in with three of Mkwawa's 'boys' who had been captured. I learned from them that he intended going to Makubuta. Also that he carried a Model 71 rifle of which the muzzle had cracked a few days previously, a mishap which had greatly upset him, and his companion had a sporting rifle. I sent off the ombasha to Makibuta with five askaris and five Wahehe, and myself stayed where I was with the rest of the party.. On July 16, 1898, the wife of Mkawa's companion was caught about 4 a.m. She said Mkwawa had gone from the Ruaha to the southern part of Pavaga, whence he wanted to get back to the Uzungwa Mountains. She herself had run away and wandered about the whole night. At midday I received information that Mkwawa had stolen some maize and a sheep. I immediately set off in pursuit. Only the Wahehe could discern the trail, which led into the bush in a westerly direction, and about 5 p.m. even they lost it and were unable to pick it up again.. On the 18th the ombasha returned. On the 19th we went back along the left bank of the Ruaha towards Iringa to the spot where we had lost the trail on the 16th. From there we went through the bush to Humbwe. I reached it at midday with the ombasha, two askaris and the Hehe Mzagira Mtaki. We halted to wait for our safari to catch us up. Suddenly we saw a naked boy of about fifteen years coming towards us. He bolted the moment he noticed us, but was presently captured. After some vigorous persuasion he admitted that he was Mkwawa's fourth servant and had run away that morning. Mkwawa lay three hours away very sick and spitting blood. The previous evening he had shot his companion. We set off immediately. When we had been marching about half an hour, we heard a shot in a south-westerly direction. [p. 421] By 2 p.m., according to the boy's statements, we were very close to Mkwawa. I then decided we must leave our packs and take off our shoes. I climbed a tree to take stock of the place. Walking without shoes was extremely painful, for the ground was very stony. We saw smoke rising a little way off. We had to wriggle along on our bellies for some 200 metres. Then we could approach no nearer without being heard. About twenty paces in front of us we saw two prostrate figures, apparently sleeping. The Jumbe pointed out one of them as Mkwawa. As the bush was very dense in the immediate vicinity and one bound would have sufficed to enable Mkwawa to escape from under our very noses, as he had so often succeeded in doing before, we fired on him. Our shots were unnecessary; Mkwawa had himself put an end to his life. Rigidity had not yet set in and he had killed himself with the shot which we had heard."""	Evidence for	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence against	Evidence for	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence against	No evidence	Evidence for
1917	syme	Case	Bena	"""We reached Pavaga at midday on July 15, 1898, after a forced march of thirteen hours. We concealed ourselves in thick bush and disguised ourselves as Wahehe.. At 5 p.m. the Jumbe (Kisogrewe) came in with three of Mkwawa's 'boys' who had been captured. I learned from them that he intended going to Makubuta. Also that he carried a Model 71 rifle of which the muzzle had cracked a few days previously, a mishap which had greatly upset him, and his companion had a sporting rifle. I sent off the ombasha to Makibuta with five askaris and five Wahehe, and myself stayed where I was with the rest of the party.. On July 16, 1898, the wife of Mkawa's companion was caught about 4 a.m. She said Mkwawa had gone from the Ruaha to the southern part of Pavaga, whence he wanted to get back to the Uzungwa Mountains. She herself had run away and wandered about the whole night. At midday I received information that Mkwawa had stolen some maize and a sheep. I immediately set off in pursuit. Only the Wahehe could discern the trail, which led into the bush in a westerly direction, and about 5 p.m. even they lost it and were unable to pick it up again.. On the 18th the ombasha returned. On the 19th we went back along the left bank of the Ruaha towards Iringa to the spot where we had lost the trail on the 16th. From there we went through the bush to Humbwe. I reached it at midday with the ombasha, two askaris and the Hehe Mzagira Mtaki. We halted to wait for our safari to catch us up. Suddenly we saw a naked boy of about fifteen years coming towards us. He bolted the moment he noticed us, but was presently captured. After some vigorous persuasion he admitted that he was Mkwawa's fourth servant and had run away that morning. Mkwawa lay three hours away very sick and spitting blood. The previous evening he had shot his companion. We set off immediately. When we had been marching about half an hour, we heard a shot in a south-westerly direction. [p. 421] By 2 p.m., according to the boy's statements, we were very close to Mkwawa. I then decided we must leave our packs and take off our shoes. I climbed a tree to take stock of the place. Walking without shoes was extremely painful, for the ground was very stony. We saw smoke rising a little way off. We had to wriggle along on our bellies for some 200 metres. Then we could approach no nearer without being heard. About twenty paces in front of us we saw two prostrate figures, apparently sleeping. The Jumbe pointed out one of them as Mkwawa. As the bush was very dense in the immediate vicinity and one bound would have sufficed to enable Mkwawa to escape from under our very noses, as he had so often succeeded in doing before, we fired on him. Our shots were unnecessary; Mkwawa had himself put an end to his life. Rigidity had not yet set in and he had killed himself with the shot which we had heard."""	Evidence for	No evidence	No evidence	Evidence for	No evidence	No evidence	Evidence against	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	Evidence against	No evidence	Evidence for
396	zgarfield	Case	Malekula	"A widow is usually taken by her husband's younger brother or by her husband's sister's son. Whether such a remarriage is compulsory, or how far the man can evade his responsibilities towards the widow, or the woman can refuse to enter into the new union, is not recorded. Sometimes a woman will kill herself on her husband's death, as did Vwitar Melmel of Vanarp, who thrust arrows into herself and died of the wounds, after the death of her husband Tolili of Lwag; but this does not seem to be a recognized practice."	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence against	Evidence against	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence
396	syme	Case	Malekula	"A widow is usually taken by her husband's younger brother or by her husband's sister's son. Whether such a remarriage is compulsory, or how far the man can evade his responsibilities towards the widow, or the woman can refuse to enter into the new union, is not recorded. Sometimes a woman will kill herself on her husband's death, as did Vwitar Melmel of Vanarp, who thrust arrows into herself and died of the wounds, after the death of her husband Tolili of Lwag; but this does not seem to be a recognized practice."	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence against	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence
397	zgarfield	Case	Malekula	"A young woman, very recently married, was left living temporarily alone by her husband's departure for a migrant labor job. One evening she invited two women to eat with her. They arrived at her house at dusk and waited while the hostess filled the lamp preparatory to lighting it. But because she mistakenly filled it with white alcohol instead of kerosene, the lamp blazed up when she lit it and burnt the two guests, one quite seriously. Talk began against the perpetrator, especially when it turned out that the more seriously burnt woman would have to be sent to Santo for treatment. In response to the social talk against her, the young woman tried to kill herself by jumping off the cliff over the beach. The jump did not kill her, although it did break both her legs. In her determination, she then dragged herself to the sea to drown, but was rescued before she succeeded in this second try. Because of her injuries, she was sent to Santo on the same boat with the victim of the lamp accident and the young woman's wish to kill herself apparently dissipated when the burned guest and she herself recovered."	Evidence for	No evidence	No evidence	Evidence for	Evidence for	Evidence against	Evidence for	Evidence for	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	Evidence against	No evidence	No evidence
397	syme	Case	Malekula	"A young woman, very recently married, was left living temporarily alone by her husband's departure for a migrant labor job. One evening she invited two women to eat with her. They arrived at her house at dusk and waited while the hostess filled the lamp preparatory to lighting it. But because she mistakenly filled it with white alcohol instead of kerosene, the lamp blazed up when she lit it and burnt the two guests, one quite seriously. Talk began against the perpetrator, especially when it turned out that the more seriously burnt woman would have to be sent to Santo for treatment. In response to the social talk against her, the young woman tried to kill herself by jumping off the cliff over the beach. The jump did not kill her, although it did break both her legs. In her determination, she then dragged herself to the sea to drown, but was rescued before she succeeded in this second try. Because of her injuries, she was sent to Santo on the same boat with the victim of the lamp accident and the young woman's wish to kill herself apparently dissipated when the burned guest and she herself recovered."	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	Evidence for	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	No evidence	No evidence	No evidence	No evidence	Evidence for
1432	zgarfield	Cultural model	Greeks	"The definitive loss of the soul to the Devil is the basis of the appearance of , the bodies of dead men and women which return from the grave in a hideous distended form often to terrify members of their own family. They are persons whose lives were corrupted in sin, committed suicide, drowned or were unbaptized; or persons whose bodies were not guarded by their kinsmen in the period between death and burial, or whose bodies, although guarded, were leaped over by a cat. In these various ways, and particularly in the first, the soul is lost to the Devil. Instead of departing through the mouth (as some imagine it in the form of a small bird) and rising to God, it passes through the anus to the Devil. And since the body and soul, whatever the internal tension between them, form a unity, the body also falls into the power of the Devil, remains undissolved in the earth, and possessed by his spirit emerges from its grave to mock at the sacred institutions of family life by attacking or terrifying those to whom it owed, in life, the greatest obligations."	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence
1432	syme	Cultural model	Greeks	"The definitive loss of the soul to the Devil is the basis of the appearance of , the bodies of dead men and women which return from the grave in a hideous distended form often to terrify members of their own family. They are persons whose lives were corrupted in sin, committed suicide, drowned or were unbaptized; or persons whose bodies were not guarded by their kinsmen in the period between death and burial, or whose bodies, although guarded, were leaped over by a cat. In these various ways, and particularly in the first, the soul is lost to the Devil. Instead of departing through the mouth (as some imagine it in the form of a small bird) and rising to God, it passes through the anus to the Devil. And since the body and soul, whatever the internal tension between them, form a unity, the body also falls into the power of the Devil, remains undissolved in the earth, and possessed by his spirit emerges from its grave to mock at the sacred institutions of family life by attacking or terrifying those to whom it owed, in life, the greatest obligations."	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	No evidence	No evidence	No evidence	No evidence
1433	zgarfield	Case	Greeks	"On 6 April the Germans invaded Yugoslavia and Greece. By the swift and efficient manoeuvre of their forces against static defences the battle was virtually decided in the first three days. There was no contact between Greek and Yugoslav forces. In Greece itself no attempt was made to draw back Greek divisions from eastern Macedonia and Thrace, or from the main concentration of the Greek army still facing the Italians in Albania, to form a coherent front south of Salonika with the Anglo-Greek force, from which they were, in fact, almost immediately separated. Lack of transport and air cover would have made such moves hazardous in any case. General Papagos, the Greek Commander-in-Chief, claimed that the only effect of such withdrawals would have been to destroy morale, if not the units themselves. Metaxas might have done it, he said, I cannot. Since the death of Metaxas and the certainty of an overwhelming German attack the resolve of a number of senior officers and Ministers had begun to falter. Shortly before his death, in discussing with a foreigner the will of the Greek people to resist, Metaxas had said that after all for the Greek Orthodox believers death was only an episode. But now lacking the moral example of his leadership many in positions of responsibility began to question whether further resistance was not futile and self-destructive. On 20 April, despite specific orders to fight on, General Tsolakoglou surrendered the forces on the Epirus front. Already Koryzis who had succeeded Metaxas as Premier had committed suicide two days earlier, overcome by the implications of the impending collapse and the discovery of defeatism in his cabinet. On 21 April King George and General Wavell agreed to the evacuation of the British forces, the greater part of which with the help of the navy and a succession of moonless nights were taken off before the end of the month. With them went the King and the new Prime Minister Tsoudheros. By the end of May when Crete had been captured Hitler's arrangement of the Balkans had been completed. In Greece, apart from a Bulgarian occupation of western Thrace and German control of Athens, Salonika, Crete, Page: 173 and the Turkish frontier zone, the administration of the country was left to the Italians. Tsolakoglou was rewarded for his treason by the honour of becoming the first Prime Minister of occupied Greece."	Evidence for	No evidence	No evidence	Evidence for	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence against	No evidence	Evidence for
1433	syme	Case	Greeks	"On 6 April the Germans invaded Yugoslavia and Greece. By the swift and efficient manoeuvre of their forces against static defences the battle was virtually decided in the first three days. There was no contact between Greek and Yugoslav forces. In Greece itself no attempt was made to draw back Greek divisions from eastern Macedonia and Thrace, or from the main concentration of the Greek army still facing the Italians in Albania, to form a coherent front south of Salonika with the Anglo-Greek force, from which they were, in fact, almost immediately separated. Lack of transport and air cover would have made such moves hazardous in any case. General Papagos, the Greek Commander-in-Chief, claimed that the only effect of such withdrawals would have been to destroy morale, if not the units themselves. Metaxas might have done it, he said, I cannot. Since the death of Metaxas and the certainty of an overwhelming German attack the resolve of a number of senior officers and Ministers had begun to falter. Shortly before his death, in discussing with a foreigner the will of the Greek people to resist, Metaxas had said that after all for the Greek Orthodox believers death was only an episode. But now lacking the moral example of his leadership many in positions of responsibility began to question whether further resistance was not futile and self-destructive. On 20 April, despite specific orders to fight on, General Tsolakoglou surrendered the forces on the Epirus front. Already Koryzis who had succeeded Metaxas as Premier had committed suicide two days earlier, overcome by the implications of the impending collapse and the discovery of defeatism in his cabinet. On 21 April King George and General Wavell agreed to the evacuation of the British forces, the greater part of which with the help of the navy and a succession of moonless nights were taken off before the end of the month. With them went the King and the new Prime Minister Tsoudheros. By the end of May when Crete had been captured Hitler's arrangement of the Balkans had been completed. In Greece, apart from a Bulgarian occupation of western Thrace and German control of Athens, Salonika, Crete, Page: 173 and the Turkish frontier zone, the administration of the country was left to the Italians. Tsolakoglou was rewarded for his treason by the honour of becoming the first Prime Minister of occupied Greece."	Evidence for	No evidence	No evidence	Evidence for	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence against	No evidence	Evidence for
1434	zgarfield	Cultural model	Greeks	"4 In Crete, I was told (1981) that suicide was wrong even for a person in immense pain; one should struggle up to the appointed end of one's life."	No evidence	No evidence	Evidence for	No evidence	No evidence	Evidence for	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence
1434	syme	Cultural model	Greeks	"4 In Crete, I was told (1981) that suicide was wrong even for a person in immense pain; one should struggle up to the appointed end of one's life."	No evidence	No evidence	Evidence for	No evidence	Evidence against	Evidence for	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence
1435	zgarfield	Case	Greeks	"His local opponent, Stelios, had one trump card. He was the only major candidate (in village terms) whose party did not have a single Psiliot on its slate. Tension between the two villages had been running high in the period immediately before the election, vastly exacerbated by the discovery of the body of a Glendiot shepherd boylater shown to have committed suicideclose to Psiliot territory. Some even thought that opponents of the Psiliot candidates might have deliberately arranged for the boy's murder, in order to harness Glendiot anger to their own purposes. While that rumor hardly gained any currency, I mention it as an indication of the deep suspicion that divided the villages, and undoubtedly influenced the course of the campaign."	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence
1435	syme	Case	Greeks	"His local opponent, Stelios, had one trump card. He was the only major candidate (in village terms) whose party did not have a single Psiliot on its slate. Tension between the two villages had been running high in the period immediately before the election, vastly exacerbated by the discovery of the body of a Glendiot shepherd boylater shown to have committed suicideclose to Psiliot territory. Some even thought that opponents of the Psiliot candidates might have deliberately arranged for the boy's murder, in order to harness Glendiot anger to their own purposes. While that rumor hardly gained any currency, I mention it as an indication of the deep suspicion that divided the villages, and undoubtedly influenced the course of the campaign."	No evidence	No evidence	No evidence	No evidence	Evidence for	Evidence against	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence
1867	zgarfield	Cultural model	Bagisu	"(3) It is relevant to note that suicide by hanging carries the implication of self-sacrifice, for traditionally animals were sacrificed without bloodshed, by strangulation or stunning."	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence against	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence
1867	syme	Cultural model	Bagisu	"(3) It is relevant to note that suicide by hanging carries the implication of self-sacrifice, for traditionally animals were sacrificed without bloodshed, by strangulation or stunning."	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence
1055	zgarfield	Case	Ovimbundu	"CASUNGU (c. 1840April 1846), from Ngumbe, son of Cikulupi. His reign was cut short, for he was expelled, in consequence of which he committed suicide by stabbing himself among the rock redoubts of Kasanje, the capital of the sub-chiefdom to which he had fled. His death was recorded by a traveller in a letter to the Governor, dated November 1847: In April of the past year the King Quiapungo of Huambo died, leaving as his successor, his nephew Capoco.17"	Evidence for	No evidence	No evidence	Evidence for	No evidence	No evidence	Evidence against	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	Evidence against	No evidence	Evidence for
