id,coder,content_type,culture,extract,Cause_type
542,calsbeek,Cultural model,Ganda,"Beside those suffering from one of the terrible triad of illnesses, other people buried in the bush are those who have killed themselves, and those with entumbi (translated as dropsy), which causes a swollen stomach.",unknown
571,calsbeek,Cultural model,Santal,"As regards the repercussions on the emotions of the Santals should they be refused by girls when sexually approached, we gathered that normally the [p. 422] youth who proposes a mating and is refused does not mind it seriously. It seems that another successful intrigue would cure the temporary disappointment. But should the boy who proposes, be in real love with the girl, he feels shocked and many such cases end in tragedies.","rejection,failure or sense of ,failed romantic rela"
579,calsbeek,Cultural model,Kurds,"In contrast, in the families of the government elite, not those of the town, but others encountered in different areas of Iraq, the larger family can break down, sons rebelling against their fathers and disassociating themselves from their relatives. It is in the official class, rather than among groups such as the commoners or aristocrats of Rowanduz, that alcoholism and suicide is found.",family tension
581,calsbeek,Case,Blackfoot,"Disease swept the fort, killing twenty-six Indian women and a white man. Ten days after they left the fort, smallpox began to break out among the Piegans and Blood Indians. Terrified at the sight of their healthy kinsmen wasting away with corruption, some of them committed suicide at the first symptoms of the disease by stabbing themselves or throwing themselves into streams.","illness,fear of illness disf"
582,calsbeek,Case,Blackfoot,"When this pressure was unavailing, the two were shunned by all. After several months together, the two quarrelled among themselves over suspected unfaithfulness. They separated, and the man committed suicide after leaving behind notes addressed to his first wife. The woman later remarried, though to a man of lower status than herself, and by exemplary behavior and even some show of submissiveness has lived down much of the scandal. Here all pressure failed to dissolve the match, even ostracism. When the microcosm itself collapsed, there were no other face-saving alternatives for the man than suicide, and suicide under any circumstances is very rare. Usually the agency policy is laissez-faire with respect to marital affairs, and the foregoing case shows that the maximum persuasion came from relatives and other Indians who ""cut"" them socially. The agency is more often invoked to untangle the conflicting claims on property between the offended and the offending parties after separation. Here the council of chiefs is particularly useful in advising the agent as to Blackfoot practice and sentiment.","interpersonal_confli,loss_social_position,failed romantic rela,alienation,commit adultry,family shame"
594,calsbeek,Case,Iroquois,"Lafitau (1724, 1:404) reported that one young Mohawk girl was uncontrollable because of her grief for her sister who committed suicide. The reason for her despair was that by committing suicide her elder sister would not be able to meet the younger in the land of their ancesters.",unknown
627,calsbeek,Cultural model,Ojibwa,"It is a topic which is not frequently mentioned, but when it is, great emotion is shown. Suicide is thought to be the most upsetting type of death for the survivors to bear.",unknown
630,calsbeek,Cultural model,Ojibwa,"But one has to wonder why young females predominate in the statistics on attempted suicide. The chief explains: ""Girls blame themselves when they find out they've been raped while they were drunk, especially when raped by members of their own family. It's a great shame to them.""","rape,family shame,emotional distress"
631,calsbeek,Cultural model,Pawnee,"27. A murder or suicide was considered highly displeasing to the gods, and that in consequence a ceremony must be performed. This does not materially differ from that performed at every death, except that neglect to do it is regarded as certain to bring calamities.",unknown
635,calsbeek,Cultural model,Tlingit,"According to native custom, if a person commits suicide because some one has offended him, or opposed a wish of his, heavy damages or a life must be given to the tribe of the suicide by the tribe of the one giving the offence. So suicide is sometimes resorted to in order to harass and burden others. The threat of suicide is sometimes used as a bluff to get one's way.","owed debt,failed expectations"
636,calsbeek,Case,Trobriands,"In each of these cases it was open to the woman simply [p. 121] to leave her husband; or, in the last quoted incident, to return to him. In each, she was evidently prevented from adopting this easy solution by some strong attachment, or by amour propre and a sense of personal honour. Death was preferable to life in the village where she had been dishonoured, preferable too to life in any other village. It was unbearable to live with the man, and impossible to live without him, a state of mind which, though it might seem incredible among savages whose sexual life is so easy and carnal, yet can exercise real influence on their married life.","interpersonal_confli,failed romantic rela,family shame,emotional distress"
638,calsbeek,Cultural model,Akan,"Other taboos. Murder and suicide were regarded as cases which should be submitted to the central authority for hearing, so that justice could be done. It was feared that the ghost of a murdered man would disturb the chief until a judicial investigation had been held, and blood exacted for blood. The Ashanti maxim on this is: Y&epsiv;de mogya na tene mogya (blood is righted with blood). It was the chief's duty to prevent any supernatural reprisal by trying the murderer.",unknown
648,calsbeek,Cultural model,Tlingit,"Among those actively engaged in fighting there seems to have been no taking of prisoners, no showing of mercy toward the wounded, no asking for mercy. I was told of one occasion when a man was wounded but the victor refused to finish him off. Instead he threw an insult, saying, ""You are not worthy of being killed for the death of So-and-so."" Later a member of a neutral clan came by and the wounded man made a plea for aid, saying, ""I take hold of the hem of your daughter's dress."" The neutral aided him but later threw him aside in disgust at his cowardice and the wounded man was killed. After the fighting was over the victim's mother learned of his behavior and, in utter shame, cut her own throat. At Loring there were only the women in the fort. When the returning canoe was sighted, Xuka's mother met it to get the news. She was told, ""Xetlkwa[unknown]ni wutxa"" (The Xekkwan have all been killed). Then she asked, ""What became of my son?"" and one of the three survivors said, ""Xett[unknown]axoxo"" (He turned coward). At this she took her knife, sharpened it well, and then said, ""I wonder what my son thought, at the end of his life."" So saying, she cut her own throat, completely severing her head, it is said.","death_loved_one,family shame,loss of children"
658,calsbeek,Cultural model,Chuuk,"If a parent or lineage head adamantly refuses to grant permission for a marriage the couple usually simply abandon the attempt to get married and seek other partners. One device remains to them, however, and some determined young people try it: they run away and hide in the interior of the island or go to a nearby island, inhabited or uninhabited as they deem appropriate. It is impossible to go anywhere on Truk and take up an incognito life without running into ""relatives,"" and furthermore a marriage is not a marriage without the approval of the members of the respective families, so a true elopement is not possible; if permission is still refused the gesture is in vain. However, its effectiveness lies in the fact that this pattern of the young couple running away (which is reminiscent of children hiding away when they have been beaten) carries implicit in it the threat that they will commit suicide by hanging themselves in the bush if they are further refused. A great search is undertaken and when the couple are discovered everyone is immensely relieved to find them still alive, even though they may have actually never mentioned suicide to anyone.","interpersonal_confli,inability to marry,family tension"
659,calsbeek,Cultural model,Chuuk,"In his provocative article on the sweetheart relationship, Swartz (1958) concludes that men more than women deal with their aggressive feelings by turning them inward upon themselves. Along these lines of masochistic masculine aggression in Truk it is worth recalling that the vast majority of suicides in Greater Trukese Society likewise involve males rather than females (see chapter 4, case 10 and Hezel 1976). I submit that drunkenness may be profitably viewed as an extension of this proclivity for male masochism. While drunk, young men quite frequently get reprimanded by elder kinsmen, thrown in jail, beaten up, wounded, and occasionally even killed. All this inward aggression is brought on voluntarily by assuming the social identity of the drunk. Young male Trukese drunks prove their courage as much by their ability to withstand pain resulting from masochistic exposure to danger as by overt aggressive acts against others.","psychological distre,emotional distress"
672,calsbeek,Cultural model,Tikopia,"The views of the more sophisticated Tikopia Christians follow those of their priest. For example, one man who had himself been a Mission teacher discussed the Christian attitude to suicide. Each man's soul belongs to God and each man should await the time of his death, 'following the will of the Lord'. Hence the man who commits suicide does not go to Paradise, he goes to Satan. The reason for this is that the Bible says it is wrong for a man to take his own life. If a person should commit suicide then it is for the priest to make the proper prayers at the altar of the church so that the soul of the man may go to the proper place. The family of the person cannot themselves perform this service or intercede with God in any way--only the priest can do this. Normally the family of a suicide does not make any special inquiry about his fate. But if they do worry about the situation they may go to the priest and ask him for special prayers, and they substantiate their request by presenting to the priest a pandanus mat. But, it was added, 'once a man is in the ground people do not worry about him or think too much of him unless he starts to ""walk"".'1",unknown
673,calsbeek,Case,Tikopia,"The emergency measures put into operation after the second hurricane, in 1953, were, by Spillius's account, rather more delayed. In the intervening year the people had suffered great privation and this second hurricane seemed to them the last drop in their bitter cup. There was much talk about putting off to sea on suicide voyages and about asking the Government to remove all the population to another island.","resource_loss,natural disaster"
674,calsbeek,Cultural model,Tikopia,"The isolation of the island means also that migration in time of any real food scarcity would be inhibited. In famine conditions escape from distress in canoes has occured but is regarded by the Tikopia as practically equivalent to suicide. Normally the dangers of the vast expanse of surrounding ocean are sufficient to check all but the unmarried men, or those who wish to throw away their lives. Moreover, the idea of any mass-migration to a permanent home elsewhere was viewed with great distaste by the Tikopia with whom I discussed it.","loss_social_position,natural disaster"
675,calsbeek,Cultural model,Tikopia,"Regarding violence, I said that responsible maru were making every effort to prevent excitement of the population and that they also discouraged ideas offorou (suicide voyage).",unknown
676,calsbeek,Cultural model,Trobriands,"Obscene language is a common cause of strife. To tell a man to have intercourse with his sister, or vice versa , or to make other remarks in anger, which are considered lewd to the native, is a sure source of trouble. It was only a few years before this war that a girl was charged with manslaughter, because she killed her sister who had sworn at her in anger in a public place. The girl had remained a short period in gaol awaiting trial by the central court, and after convicting her, H.H. Mr. Justice Murray [p. 52] sentenced her to the rising of the court. I made it my business, later on, to enquire into the natives' impressions concerning the case, and it would seem they were quite in accord with the sentence passed. However, had that girl not been taken into custody for a time, it is possible that she might have made away with herself, if public opinion had been against the crime.","accus_commit_wrongdo,ridicule ,family tension"
677,calsbeek,Cultural model,Trobriands,"The Native Regulations of Papua also give a magistrate power to decide ""civil claims"" where debts of any description can be settled or compensation made. It will be seen therefore that to-day there is social machinery to cover practically all offences against order in society. Suicide was more common in the past than it is at the present time, but even so we cannot stand by and allow life to be sold cheaply simply because we are anxious to preserve all ancient customs. If by gaoling an [p. 55] offender for a period we can give a person time to recover from some native shame, or return to the village when it has recovered its normality, it is better surely to do so than allow reprisals to take place, or else someone to commit suicide. ""Saving one's face"" is a sentiment deeply rooted in Kiriwinan society, and by an offender being gaoled for a time, he has saved his face, and is able to return and once more take his place in society.",accus_commit_wrongdo
758,calsbeek,Cultural model,Akan,"Murder and assault were capital crimes, and suicide a capital sin.",unknown
759,calsbeek,Cultural model,Akan,"As already mentioned some categories of death require a quiet funeral, for example the loss of a first baby, death by suicide and in the old days death at childbirth. Custom discourages the singing of dirges in these instances.",unknown
760,calsbeek,Cultural model,Akan,"The sasa is the invisible spiritual power of a person or animal, which disturbs the mind of the living, or works a spell or mischief upon them, so that they suffer in various ways. Persons who are always taking life have to be particularly careful to guard against sasa influence, and it is among them that its action is mainly seen, e. g. among executioners, hunters, butchers, and, as a later developmentamong sawyerswho cut down the great forest trees. The remorse that might drive the murderer in this country to confession or to suicide, the Ashanti would explain at once as the operation of the sasa of the murdered man upon his murderer. I have mentioned occasionally in the preceding pages the steps taken to avoid the vengeance of the sasa. The sasa is essentially the bad, revengeful, and hurtful element in a spirit; it is that part which at all costs must be laid or rendered innocuous. The funeral rites which are now being dealt with are really, I believe, the placating, appeasing, and the final speeding of a soul which may contain this very dangerous element in its composition.",spirit_attack
761,calsbeek,Case,Akan,"1834. Kwofi Ekem committed suicide by gunpowder explosion, Sept. 6.",unknown
762,calsbeek,Cultural model,Akan,"So much annoyance, mischief, and injury is caused by the reckless imputation of witchcraft, that many a woman has been known to commit suicide, unable to bear the disgrace of a false imputation.","accus_commit_wrongdo,loss_social_position,ridicule ,alienation,significant loss of ,emotional distress"
763,calsbeek,Cultural model,Akan,"Instances are known where the debt not Page: 115 having been paid the creditor has died of starvation. Sometimes, as the day draws to a close, the creditor swears to commit suicide if the debt be not paid before sunset. If in such a case the debt be not paid, and the creditor doth commit suicide, the debtor is bound to bear the funeral expenses in addition to paying the original debt and making substantial compensation to the family of the deceased creditor.",owed debt
764,calsbeek,Case,Amhara,"The town of Gonder [Gondar] was abandoned by the Solomonid line when a usurping commoner chieftain, Kasssa, chose it as the location to have himself crowned King Theodore in 1855. He defeated the king of Shewa [Shoa] and held the dynastic heir, the boy Menilek II, hostage at his court. Theodore realized the urgency of uniting the many ethnic groups of the country into a nation, to prevent Ethiopia from losing its independence to European colonial powers. He invited foreign technicians and, at first, even welcomed foreign missionaries. But when the missionaries were unable to cast cannons for him and even criticized his often violent behavior, he jailed them. This led to the Lord Napier expedition, which was welcomed and assisted by the population of Tigre [Tigray] Province. When the fort of Magdalla fell, Theodore committed suicide","military_defeat,failure or sense of ,political unrest,failed expectations"
765,calsbeek,Cultural model,Azande,"Suicide is rare, the method usually adopted being hanging, though one case of drowning has been noted.",unknown
766,calsbeek,Case,Bemba,"No mention was made of the role of the married woman. She was relegated to the kitchen behind the patriarchal home and all domestic ritual seemed slowly to have lost its sacred character. Some of its custom had to complete with the rules of hygiene as taught during domestic science classes in school, others were shrugged off as irrelevant taboos. Moreover, once cut off from the matrilineal basis of belief, all the sacred rites that favoured proper access to the forebears came under attack. For instance, the ceremony of the marriage-vessel, of the name-giving, and the special blessings with the spiritual gourd as home of the forebears were condemned as pagan practices. It was in this time that the following dance-song became very popular among the women as a reaction: According to the women the missionaries had been opposing the wrong things. They should have channelled their energy against the royal cult, rather than leaving it almost intact. Failure to carry out the traditional cleansing rituals caused considerable mental anguish among the married women that sometimes led to insanity and even suicide.","group_conflict,loss_social_position,psychological distre,emotional distress"
767,calsbeek,Case,Bemba,"In the years that followed the bloody clashes between Lumpa and the supporters of the United National Independence Party (U.N.I.P.), it was generally accepted by both sides that the Lumpas aggressiveness against the establishment had been caused by those who had used the movement as a useful vehicle for their political ends. They had been the Prophetesss lieutenants called Badikoni (Deacons). Some had betrayed her by joining the national party, others had stayed till the end but had driven the more simple adherents, many of them women and children, towards suicide and the fateful trek into neighbouring Zaire.",political unrest
768,calsbeek,Cultural model,Bemba,"A Ciwa evil spirit is the extreme case, where, by suicide, the human gathers hostile forces of hatred and vengeance into death. These are then unharnessed with baleful intensity on earthly enemies (Labrecque n.d., 20). Instead of being removed from earth to a saving heaven, human spirits remain bound to earth, haunting cemeteries or abandoned villages Fibolya (Etienne 1948, 57). They may even be recycled to the living sphere: through the Kupyana succession, they are returned to their clan, or through the Kwinika ishina naming, they are reincarnated in the newly born (Shimwalule VII).",spirit_attack
769,calsbeek,Cultural model,Bemba,"Fiwa . Another important group of spirits are those to whom responsibility for serious, persistent troubles is attributed. These Fiwi ( Fibanda ) are spirits of malefactors--witches, suicides, murderers, et al.--who die with bitter grievances and return to haunt and inflict injuries on the living from whom they suffered injustices (Labrecque n.d., 20; Etienne 1948, passim; Kabwe IV).",unknown
770,calsbeek,Cultural model,Dogon,"Having to admit a fault in public; being exposed as a liar, a thief, or a witch; admitting that someone is not welcome; using the wrong term of address; not returning a greeting; or showing lack of respect for an elderall these mistakes and transgressions cause dg. This type of shame is unbearable for Dogon and may incite someone to suicide (often by jumping from a cliff); though not actually recommended, this action does meet with some approval.","interpersonal_confli,accus_commit_wrongdo,ridicule ,anomie/social tensio,emotional distress"
772,calsbeek,Case,Lozi,"Chiefs and missionaries also confirmed that there had been a virtual breakdown of civil administration, and one missionary and one Chief, as well as several councillors and teachers, told me they had protested to District Commissioners. Reynolds' Magic, Divination and Witchcraft among the Barotse of Northern Rhodesia (1963), which if anything is biassed in favour of the actions taken, reports that of twenty-six suicides and one attempted suicide all but three are known to have acted through fear of being accused of, or arrested for witchcraft practices. The rest probably feared such arrest but, Page: 425 while available information points to this fact, the magistrate was not sufficiently sure to record it as the actual case. That the desire for escape from what must have appeared an impossible situation was very strong, is shown by the fact that seven of the intending suicides escaped from custody in order to kill themselves (p. 158).","accus_commit_wrongdo,alienation,fear of imprisonment"
773,calsbeek,Cultural model,Maasai,"A person who attempts suicide must, in some districts, pay a head of cattle to the one who prevented him from carrying out his intention.",unknown
774,calsbeek,Cultural model,Maasai,"This is also the quadrant of cowards and wastrels. Both are despised and unable to help themselves, but it is the wastrels who are more conspicuous and isolated. The stigma of cowardice matters less among elders, and it can even be overcome in moranhood. The wastrel is undependable and lacks the will to achieve. He is locked into his failure to adapt to the demands of Matapato society, and in their eyes hardly qualifies as a Maasai. As a boy or sometimes even as an elder, he has opted out and these days tends to drift to the towns. On rare occasions, some are even said to resort to suicide.","anomie/social tensio,no or low contributi"
775,calsbeek,Case,Tiv,"On being arrested, Arayi gave away Agbwega who was also arrested; they both confessed to me that they had killed and eaten the flesh of Saama for the imborivungu rites. I sent Agbwega under escort to his house to bring the regalia. He asked to be allowed to go into his private quarters alone, but as he did not reappear, he was followed and it was found that he had stabbed himself with a spear. He died shortly afterwards. Meanwhile, the case assumed a new and startling aspect, when I received the following letter from the District Officer, Wukari, Captain Emberton I have now seen Saamas corpse and have no doubt whatever that it has NOT been tampered with at all. None of the limbs has been severed and the flesh shows only the signs of normal decomposition. I showed it to all the witnesses who told the previous story to us and they agree that all the flesh is there complete, but persist that the mba tsav have the power of reconstructing the body. Arayi now says that he did not eat the flesh and had no dealings with Agbwega whatever. He was, he says, beaten and made to say that he was responsible for Saamas death by the District Head. Personally, I think he probably was trying become an initiate. . . I think that Saama died a natural death but as Arayi was known to have had a difference with him, he was accused of being concerned in it. Agbwegas suicide is said to be due to fear instilled into him by the District Head and by the fact that his son had turned against him and given evidence against him. Dauda, son of Agbwega, now says that he did not actually see the flesh brought home by his father and Arayi, but only thought it was flesh. All the people I saw were agreed that Agbwega would be quite likely to commit suicide, as his son Dauda had perjured himself to get his father into trouble. As I have mentioned before, Arayi was persuaded, foolishly (in my opinion), to confess and he consequently concocted the whole story.","accus_commit_wrongdo,family tension"
776,calsbeek,Cultural model,Wolof,"(25) On nous a cit, dans des villages, des cas de jeunes filles qui ont t se plaindre la police ou au tribunal contre leurs parents, qui voulaient leur imposer un mari, et qui ont menac de se suicider.","interpersonal_confli,forced marriage,family tension"
777,calsbeek,Cultural model,Wolof,"Suicide is rare, and it is believed that the soul of a suicide goes straight to hell.",unknown
786,calsbeek,Cultural model,Chukchee,"In cases of voluntary death, the self-doomed man often declares his last wish to be to taste alien food. In the next world, he argues, there will be no place for other tribes, so this will be his last chance to taste foreign foods.",unknown
787,calsbeek,Case,Chukchee,"The shaman Ye'tIlIn, before mentioned, had an incessant nervous twitching in his face, and the Chukchee said laughingly that he was probably with an owl Ke'lE [JMR: evil spirit] ..., comparing his affliction to the jerking motion of the owl's head when it devours its prey. Another shaman, by name KI'mIqi, whom I met on the Large Anui, and who belonged to a family of suicides, suffered from the same cause....",unknown
788,calsbeek,Case,Chukchee,"The story deals with a case of actual suicide which happened on the western tundra of the Kolyma in the nineties of the last century. Relative to bringing back the dead, it says,",unknown
807,calsbeek,Case,Chukchee,"In two cases mentioned before, the hand of the son who had to kill his father was unsteady, and the wound he inflicted was not immediately mortal. The dispute between the man wishing to die a voluntary death and his house-mates is well represented in the tale of Ai'gInto.",unknown
810,calsbeek,Cultural model,Chukchee,"Three methods of voluntary death are known to the Chukchee, -- death by stabbing with a knife or spear, death by strangulation, and death by shooting. The last method is used much less frequently than the others. The bow is never used, only the rifle. It seems, therefore, that this method has come into use quite recently. The reason for using the rifle is that death is more sudden and less painful. The people who kill the person desiring to die are called assistants or followers, like those in the funeral ceremony....When death is inflicted by stabbing, the mortal stroke must be given by men. Women are not allowed to take part in the execution. The knife of the person being killed has to be used. Then the death-stroke is less painful. After death the wound has to be sewed up with thread. The knife is carried to the funeral place and left there. A death stroke dealt by the hand of a son is not painful, that given by the hand of a complete stranger is extremely painful. Therefore, when in a strange camp, while on a journey or at a fair, voluntary death is executed by other means than stabbing. When the person is stabbed with a spear, his face is usually covered with a piece of skin or with a shawl. Often he takes his position in the inner room, close to the entrance. The executioner stands in the outer room, holding his spear forward, and the man who desires to be killed takes the spear-head with both his hands and points it against his heart. Then he gives a signal for the death-stroke. Both in stabbing with the knife and with the spear, and also in shooting with the rifle, the blow is given from the front, never from behind.",unknown
811,calsbeek,Cultural model,Chukchee,"While only men are allowed to execute the wish of a person who desires to die a bloody death, Page: 564-565 women may also assist in killing persons by strangling. The wife of the man who is to die holds his head on her knees wrapped in a shawl, while two men pull from both sides at a rope put around his neck. If the man struggles too much, the woman smoothes his hands (i.e., keeps them down with both her hands), or, if her strength is not sufficient, another woman aids her. In one or two cases I listened to a description of strangling from the lips of women who had held the heads of their dying husbands on their knees. They spoke of it with much composure, and related how the strangled man kicked with hands and feet, and how they kept him quiet. After the desire to die [JMR: voluntarily] is proclaimed aloud, the execution must be done speedily,--if possible, on the same day or the next one,--for the ke'let [JMR: harmful spirits] hover about after the promise has been made, and if they have to wait too long, they may lose patience and take some other person. Previous to his last hours, the person is treated with fat meat and alien food, and all his wishes are fulfilled. The people avoid annoying him; even though he chides 565 them, they must keep silent. Here it should be remembered that some cases of voluntary death originate in wrath....",unknown
817,calsbeek,Case,Chukchee,"On the other hand, cases occur where the husband is willing, but the proposed friend is distasteful to the wife. Sometimes the husband beats his wife into submission. Frequently, however, the wife stands for her right to select friends. I was told about one woman, who, being pressed by her husband to live with a friend whom she disliked, preferred to take her own life.","interpersonal_confli,family tension"
818,calsbeek,Case,Chukchee,"In this case a man taken from the family of the offender had to be adopted by the family of the victim, and in every way took his place. I know of another case of similar character. Pe'qul, a man of Maritime origin, had a cousin who was an assistant herdsman in a large tundra herd on the Wolverene River. After a couple of years, the young herdsman was killed in a scuffle. Pe'qul came to the Wolverene River to seek for indemnity and revenge. He took from the family of the murderer a number of reindeer by way of ransom ...; then he also took a young boy, the son of the sister of the murderer and carried him to his own house. The boy was treated very harshly, so that he Page: 660-661 even tried to commit suicide. The he was released in exchange for a new payment in live reindeer. Pe'qul also threatened to take a certain young woman from the same family. The woman also declared that she would rather destroy her own life.","interpersonal_confli,enslavement_capture"
819,calsbeek,Cultural model,Garo,"According to Garo belief, there are some souls which can never enter Chikmang. These are the souls of people whose deaths occurred in unnatural ways, like being killed by a wild animal, through some other kind of accident, or by suicide.",unknown
820,calsbeek,Cultural model,Iban,"In Iban eschatology, those who die unfortunate, or bad, deaths--for example, the victims of drowning, suicide, fatal accidents, and other premature and unnatural ends--are said to be excluded from the Afterworld proper, and remain instead in limbo, in separate areas of their own, where they keep company with all those who have met a similar fate as themselves.",unknown
821,calsbeek,Case,Korea,"Numbers of the wounded crept into the deserted houses and died there, some of the bodies showing indications of suicide from agony, and throughout this mass of human relics which lay blackening and festering in the hot sun, dogs, left behind by their owners, were holding high carnival.",bodily trauma
822,calsbeek,Cultural model,Korea,"Daughters have been put to death by their fathers, wives by their husbands, and women have even committed suicide, according to Dallet, when strange men, whether by accident or design, have even touched their hands...","interpersonal_confli,accus_commit_wrongdo,family shame"
823,calsbeek,Case,Korea,"The Korean Emperor and ministers at first refused to sign the new treaty, but when Japanese soldiers were placed around the palace with machine guns, and when the Korean Prime Minister Han Kew-sul was dragged out of the conference hall by Japanese officers, 32 Chung, op. cit., p. 55. the ministers signed the treaty. Several high officials, including Min Young-whan, former Minister of War, committed suicide.","military_defeat,political unrest"
824,calsbeek,Cultural model,Korea,"The remarriage of widows is culturally unacceptable in Korean tradition. Among the common people, however, it becomes a practical necessity in most cases for a widow to take a second husband, and after a more or less lengthy wait she has apparently remarried when possible. For the upper-class woman this was not so and she was expected to spend the remainder of her life in mourning a man for whom, as likely as not, she had had little personal regard. This proved difficult either for reasons of temperament or because of the advances of men from whom she was not able to protect herself. Ideally, if she committed suicide to preserve her reputation, she was greatly admired but it must be presumed that the majority of widows found satisfaction in other ways, such as becoming the mistresses of men of their choice.","death_loved_one,inability to marry,fear of loss"
825,calsbeek,Cultural model,Korea,"Lesser than the mother-in-law, but the next stern figure for the new bride is the sister-in-law. The new wife must use honorific language toward the sisters and brothers of the husband even though they are younger than she. The elder sister-in-law may be absent, because she is already married-out. But the younger sister-in-law always stands by the side of the mother-in-law, to whom she reports every possible weakness and bad news of the new bride. The nearer the ages of the new bride and her sister-in-law, the worse their relationship. Many tragedies in Korea deal with this antagonism of the three women and many folk songs describe the miserable situation of the suffering new bride. In earlier times the severity of the women sometimes caused new brides to commit suicide.","loss_social_position,disappointment in ma,family tension"
826,calsbeek,Cultural model,Korea,"In earlier times, when remarriage of a widow was considered the worst possible disgrace, there was a peculiar custom to remedy the young widows suffering. A poor man who could not meet the expense of a wedding could conspire with his close friends to capture a widow. Usually in the early morning or late evening when they would not be seen, the men would survey the house, seize the widow, and bring her home in a sack on their backs. The villagers and even officials would overlook this. In rare cases a widow would commit suicide, but in most cases she would continue a normal life.","death_loved_one,imprisonment"
828,calsbeek,Case,Santal,"In a case which occurred in 1994 an Assistant Sub-Inspector and some constables visited a village close to Dumka, seized and bound some of the villagers, suspended them head downwards from a beam and then mercilessly beat the soles of their feet. One of the villagers who was a Santal was so wounded and humiliated that he threw himself down a well while another, a Bhuiya committed suicide by hanging himself from a tree. Other instances of harassment to parties have been alleged whereas complaints of this nature against sardars and parganas were previously very rare.","ridicule ,physical abuse"
830,calsbeek,Cultural model,Taiwan Hokkien,There is general agreement that they originated in the T'ang dynasty. There were 360 people (of 132 surnames) who (1) drowned themselves in a poisoned well to warn people against drinking the water or (2) were scholars on their way to the examinations who were blown off course by typhoon o,warn others
831,calsbeek,Case,Taiwan Hokkien,"I Ai Kung, Sir Uprightness and Kindness, was a Japanese policeman, a Mr. Seijiro Morikawa, who was assigned to a post in Fu-lai in 1900, when he was thirty years old. People who knew Morikawa told Suzuki that he was an exceptionally considerate man, who devoted his life in Fu-lai to helping the local people. He gave money and medicine to poor families and never asked for compensation; he taught Japanese enthusiastically and helped farmers master new agricultural techniques; he served drinks bought with his own money to the men assigned on night watch; and he often risked his own life to save villagers from danger. He died on April 7, 1902, a victim of suicide. Reportedly the Governor-General had recently announced a new tax that would require Fu-lai's fishermen to pay four yen and fifty cents on each of their bamboo rafts. Afraid that many villagers could not afford this tax, Morikawa petitioned the government for a waiver. When his petition was refused, he became very depressed and shortly thereafter shot himself.","group_conflict,rejection,resource_loss,emotional distress"
832,calsbeek,Cultural model,Serbs,"In intimate and family relationships the contrasts were equally great. Love relations were based on deep passion. Suicide and death because of the loss of a loved one and a broken heart were not rare among peasants. South Slav love songs were unequalled in beauty. Yet the ascetic trend, too, was stronger here than elsewhere: During the resistance fighting in the Second World War, the Partisans punished love affairs by death.","death_loved_one,emotional distress"
833,calsbeek,Case,Kurds,"The army had begun a preventive action in this area in the spring of 1937 with every weapon in its arsenal, including poison gas, heavy artillery, and even primitive bomber aircraft. By October 1938, the area, which had only been suspected of inclination to revolt, had been pacified. Accounts abound of refugees immolated in woods, collective suicides of Kurdish villagers throwing themselves off cliffs, and women and girls drowning themselves in rivers from fear of rape.","military_defeat,political unrest,fear of rape,fear of illness disf"
834,calsbeek,Cultural model,Blackfoot,"At the death of a husband a woman cuts off her hair just below the ears but for another relative only two or three inches of hair are cut off, just as the men do. The hair is not braided. They also leave off their leggings and the legs are gashed. Formerly, it is said a widow wore a string Page: 288 with one blue bead around each ankle. While mourning the women always leave off all ornaments and do not use paint on their faces. Sometimes mourners try to commit suicide but are usually prevented as they are watched closely.","death_loved_one,emotional distress"
835,calsbeek,Cultural model,Copper Inuit,"In times of famine, it was naturally accepted that the least productive members of the family unit would be sacrificed. In some situations, an elderly individual who viewed himself as an unnecessary and unproductive burden might request a kinsman to assist him in terminating his life. The kinsman would be obliged, as a sign of respect, to abide by the wishes of the aged individual and would either assist him in committing suicide or kill him directly with his own hands. In both circumstances, the mercy killer is providing a culturally acceptable service and is not susceptible to public censure or ostracism.","loss_social_position,no or low contributi"
836,calsbeek,Case,Copper Inuit,"Their gay and care-free natures make suicide an extremely rare occurrence; in fact I do not remember hearing of more than one case, and that was due not to any morbid weariness of life, but to terror of the revenge that might be exacted for a crime that the man had committed.","interpersonal_confli,fear of revenge"
837,calsbeek,Cultural model,Ojibwa,"Strong sanctions controlled overt expressions of conflict and anger in Ojibwa communities. Direct conflict was usually deflected through avoidance or silence; if not defused, antagonists might resort to indirect warfare, ""throwing bad medicine"" through sorcery. The introduction of alcohol evidently decreased inhibitions on physical abuse and violence. Stresses in modern reservation communities have exacerbated generational conflicts. Old mechanisms of control have broken down, and high youth suicide rates in northern Ontario, for example, testify to widespread problems in parent-child communications and to drastic changes in values surrounding individual behavior, agency, and responsibility (Bennett 1992).",group_conflict
